Дата,АЕС,ТЕЦ,"Генерація з ВДЕ",ТЕС,ГЕС,ГАЕС(генерація),Споживання,ГАЕС(закачка),"Україна - Білорусь,РФ","Україна - ЄС","Україна - Молдова"
"14.01.2016 13:00:00",11177,1358,150,6911,746,0,19470,0,-136,-481,24
"14.01.2016 14:00:00",11182,1360,158,6868,672,0,19490,0,-28,-479,31
"14.01.2016 15:00:00",11172,1378,55,6842,653,320,19658,0,-39,-480,32
"14.01.2016 16:00:00",11152,1335,22,7033,731,320,19828,0,-40,-474,31
"14.01.2016 17:00:00",11179,1344,12,7077,661,1026,20470,0,-78,-480,34
"14.01.2016 18:00:00",11155,1291,35,7270,758,1020,20661,0,-94,-472,2
"14.01.2016 19:00:00",11146,1299,36,7049,848,794,20379,0,-40,-474,21
"14.01.2016 20:00:00",11150,1283,53,7003,1133,137,19944,0,-52,-484,10
"14.01.2016 21:00:00",11144,1284,60,6584,1127,0,19507,0,60,-488,11
"14.01.2016 22:00:00",11140,1289,41,6412,823,0,18946,0,-77,-474,42
"14.01.2016 23:00:00",11151,1287,48,5982,71,0,17928,0,48,-476,46
"15.01.2016 00:00:00",11136,1283,42,5273,537,0,17073,-474,-68,-461,17
"15.01.2016 01:00:00",11145,1293,51,4893,208,0,16310,-572,22,-477,-45
"15.01.2016 02:00:00",11140,1292,28,4843,388,0,15779,-1161,-26,-482,-29
"15.01.2016 03:00:00",11164,1267,66,4853,72,0,15683,-1154,139,-485,-31
"15.01.2016 04:00:00",11152,1293,42,4856,72,0,15645,-1149,101,-481,-30
"15.01.2016 05:00:00",11175,1296,38,4942,244,0,15771,-1144,-21,-489,-36
"15.01.2016 06:00:00",11121,1305,49,5093,72,0,16500,-407,4,-482,4
"15.01.2016 07:00:00",11152,1320,70,5681,539,0,17937,0,-98,-468,21
"15.01.2016 08:00:00",11148,1331,65,6355,600,0,18653,0,-46,-474,-30
"15.01.2016 09:00:00",11127,1351,59,6722,854,320,19731,0,48,-475,16
"15.01.2016 10:00:00",11150,1322,72,6786,878,642,20124,0,21,-486,23
"15.01.2016 11:00:00",11146,1314,111,6536,1434,644,20396,0,-39,-486,20
"15.01.2016 12:00:00",11143,1327,133,6643,1019,641,20053,0,-100,-498,33
"15.01.2016 13:00:00",11165,1310,121,7133,807,320,19955,0,-164,-498,38
"15.01.2016 14:00:00",11129,1341,79,7142,1153,0,20160,0,71,-499,24
"15.01.2016 15:00:00",11178,1337,51,7755,590,0,19964,0,-194,-497,16
"15.01.2016 16:00:00",11163,1330,40,7982,622,0,20302,0,-39,-511,0
"15.01.2016 17:00:00",11119,1333,39,8057,678,701,21063,0,-37,-520,-1
"15.01.2016 18:00:00",11129,1336,47,8078,866,695,21267,0,-30,-510,-34
"15.01.2016 19:00:00",11131,1337,85,7773,698,795,20988,0,0,-506,-14
"15.01.2016 20:00:00",11163,1337,93,7741,831,151,20529,0,7,-524,30
"15.01.2016 21:00:00",11149,1340,107,7638,735,0,20090,0,-118,-506,36
"15.01.2016 22:00:00",11114,1336,116,7506,346,0,19680,0,5,-512,32
"15.01.2016 23:00:00",11146,1310,127,6734,67,0,18682,0,30,-487,5
"16.01.2016 00:00:00",11180,1315,153,6076,207,0,17661,-462,-60,-485,-38
"16.01.2016 01:00:00",11156,1337,218,4770,387,0,16616,-543,-11,-474,-21
"16.01.2016 02:00:00",11171,1355,220,4793,405,0,16096,-1162,8,-482,-17
"16.01.2016 03:00:00",11180,1330,230,4760,108,0,15688,-1156,-80,-481,-8
"16.01.2016 04:00:00",11175,1329,231,4745,100,0,15633,-1155,-113,-484,0
"16.01.2016 05:00:00",11147,1332,231,4788,104,0,15818,-1147,78,-487,-20
"16.01.2016 06:00:00",11164,1357,226,4823,233,0,16243,-931,115,-479,-38
"16.01.2016 07:00:00",11152,1336,221,4996,71,0,16681,-409,63,-484,-10
"16.01.2016 08:00:00",11129,1337,229,5126,375,0,17422,0,-16,-482,-9
"16.01.2016 09:00:00",11150,1333,229,5815,712,0,18473,0,39,-497,-27
"16.01.2016 10:00:00",11147,1339,243,6325,906,320,19418,0,-11,-494,-77
"16.01.2016 11:00:00",11171,1341,250,6537,1198,319,20029,0,-17,-500,6
"16.01.2016 12:00:00",11160,1342,248,6545,1093,320,19841,0,-106,-495,10
"16.01.2016 13:00:00",11130,1337,242,6633,943,320,19926,0,73,-491,10
"16.01.2016 14:00:00",11136,1358,209,7050,630,0,19721,0,74,-477,8
"16.01.2016 15:00:00",11151,1362,172,7075,648,0,19662,0,-32,-470,21
"16.01.2016 16:00:00",11129,1339,183,7165,543,322,19977,0,45,-476,6
"16.01.2016 17:00:00",11178,1366,199,7456,763,704,20825,0,-97,-478,25
"16.01.2016 18:00:00",11160,1349,148,7540,737,1025,20996,0,-151,-492,-27
"16.01.2016 19:00:00",11162,1342,87,7544,470,791,20593,0,-44,-480,5
"16.01.2016 20:00:00",11156,1342,173,7313,358,460,19998,0,-44,-489,6
"16.01.2016 21:00:00",11187,1347,167,7260,239,324,19666,0,-79,-493,-19
"16.01.2016 22:00:00",11146,1351,160,7168,128,0,19099,0,-139,-467,-2
"16.01.2016 23:00:00",11182,1349,153,6149,70,0,18188,0,0,-476,-16
"17.01.2016 00:00:00",11182,1352,95,5194,350,0,17350,0,-95,-471,-47
"17.01.2016 01:00:00",11187,1357,70,4850,71,0,16585,-13,-224,-477,-37
"17.01.2016 02:00:00",11176,1375,74,4929,187,0,16002,-1166,109,-466,-17
"17.01.2016 03:00:00",11186,1352,36,4812,75,0,15524,-1159,-80,-500,-5
"17.01.2016 04:00:00",11177,1351,24,4760,75,0,15457,-1156,-85,-484,-9
"17.01.2016 05:00:00",11166,1369,29,4768,74,0,15666,-1156,120,-471,-19
"17.01.2016 06:00:00",11189,1350,37,4934,73,0,15825,-930,-96,-486,-17
"17.01.2016 07:00:00",11171,1355,31,5123,75,0,16285,-408,-340,-476,-14
"17.01.2016 08:00:00",11185,1359,40,5105,76,0,16668,-398,27,-473,-1
"17.01.2016 09:00:00",11184,1363,68,5526,546,0,17926,0,14,-480,-19
"17.01.2016 10:00:00",11162,1362,56,5974,813,0,18704,0,103,-479,-10
"17.01.2016 11:00:00",11146,1352,75,6254,932,317,19241,0,-52,-489,-13
"17.01.2016 12:00:00",11179,1349,82,6555,754,320,19405,0,-79,-481,2
"17.01.2016 13:00:00",11155,1353,127,6694,592,320,19389,0,-102,-482,5
"17.01.2016 14:00:00",11210,1374,198,6740,253,320,19334,0,-33,-479,23
"17.01.2016 15:00:00",11274,1352,193,6719,141,318,19235,0,-52,-472,27
"17.01.2016 16:00:00",11323,1351,129,6735,451,321,19573,0,4,-488,11
"17.01.2016 17:00:00",11303,1379,161,7132,776,701,20448,0,-206,-461,-33
"17.01.2016 18:00:00",11298,1382,183,7011,1102,695,20839,0,-19,-474,-38
"17.01.2016 19:00:00",11306,1391,197,6759,1054,793,20664,0,-108,-478,46
"17.01.2016 20:00:00",11299,1383,125,6701,1065,473,20324,0,23,-473,16
"17.01.2016 21:00:00",11311,1365,93,6602,1072,324,19910,0,-106,-467,-11
"17.01.2016 22:00:00",11302,1396,91,6756,722,0,19571,0,43,-471,-14
"17.01.2016 23:00:00",11308,1369,121,6515,76,0,18316,0,-378,-481,14
"18.01.2016 00:00:00",11317,1363,156,5348,74,0,17428,-19,-122,-475,-6
"18.01.2016 01:00:00",11318,1395,185,4978,446,0,16680,-952,-8,-471,-7
"18.01.2016 02:00:00",11286,1390,209,4927,70,0,16066,-1160,46,-479,-26
"18.01.2016 03:00:00",11312,1413,225,4712,70,0,15841,-1165,-32,-480,-12
"18.01.2016 04:00:00",11275,1388,197,4739,90,0,15793,-1160,-39,-481,-10
"18.01.2016 05:00:00",11284,1382,203,5025,70,0,16037,-1143,-68,-472,-20
"18.01.2016 06:00:00",11283,1396,222,5291,254,0,16954,-798,37,-464,-17
"18.01.2016 07:00:00",11322,1397,221,6290,99,0,18506,0,-91,-466,3
"18.01.2016 08:00:00",11328,1418,223,7010,274,0,19282,0,-199,-467,-22
"18.01.2016 09:00:00",11288,1428,211,7689,348,321,20447,0,-65,-484,-2
"18.01.2016 10:00:00",11324,1431,177,7560,1125,320,21135,0,-56,-465,5
"18.01.2016 11:00:00",11323,1430,161,7652,1590,320,21684,0,-23,-476,-2
"18.01.2016 12:00:00",11315,1427,153,7789,1268,320,21398,0,-115,-482,9
"18.01.2016 13:00:00",11346,1432,192,7841,896,320,21294,0,-2,-479,27
"18.01.2016 14:00:00",11326,1441,224,8187,821,0,21272,0,-9,-462,15
"18.01.2016 15:00:00",11342,1429,246,8241,795,0,21254,0,-73,-484,27
"18.01.2016 16:00:00",11348,1428,137,8216,843,323,21413,0,-144,-481,22
"18.01.2016 17:00:00",11307,1438,70,8300,817,706,21788,0,-69,-469,-9
"18.01.2016 18:00:00",11302,1433,207,7909,808,1019,21791,0,-94,-473,-24
"18.01.2016 19:00:00",11327,1418,175,7583,1407,151,21224,0,-26,-476,-41
"18.01.2016 20:00:00",11331,1436,179,7484,1038,151,20758,0,-73,-487,-8
"18.01.2016 21:00:00",11313,1428,172,7461,770,0,20425,0,-6,-478,51
"18.01.2016 22:00:00",11350,1423,114,7409,335,0,19895,0,-48,-484,46
"18.01.2016 23:00:00",11311,1423,115,6832,70,0,18646,-21,-376,-465,3
"19.01.2016 00:00:00",11340,1416,95,5995,71,0,17728,-433,-67,-476,-5
"19.01.2016 01:00:00",11328,1445,94,5612,71,0,16839,-944,-104,-491,36
"19.01.2016 02:00:00",11342,1452,133,5303,72,0,16397,-1159,-109,-493,53
"19.01.2016 03:00:00",11330,1450,128,5200,72,0,16109,-1149,-293,-492,55
"19.01.2016 04:00:00",11345,1439,143,5230,72,0,16056,-1150,-395,-498,62
"19.01.2016 05:00:00",11324,1450,129,5416,72,0,16221,-1138,-390,-495,50
"19.01.2016 06:00:00",11348,1444,134,5599,72,0,16961,-793,-127,-509,-3
"19.01.2016 07:00:00",11348,1452,168,5965,389,0,18164,-400,-45,-483,-19
"19.01.2016 08:00:00",11346,1449,168,6639,71,0,18872,0,-62,-499,-31
"19.01.2016 09:00:00",11332,1446,190,6788,553,323,19794,0,-119,-492,-15
"19.01.2016 10:00:00",11309,1454,232,6987,393,643,20279,0,-5,-497,-25
"19.01.2016 11:00:00",11309,1457,311,6963,633,641,20609,0,33,-508,-18
"19.01.2016 12:00:00",11319,1455,354,7036,805,320,20548,0,-16,-504,-5
"19.01.2016 13:00:00",11283,1456,382,6825,1227,0,20420,0,-37,-501,-1
"19.01.2016 14:00:00",11332,1455,366,6797,1169,0,20414,0,-10,-486,2
"19.01.2016 15:00:00",11344,1456,315,6739,1204,0,20269,0,-76,-488,-8
"19.01.2016 16:00:00",11349,1455,251,6756,1314,0,20428,0,87,-503,-14
"19.01.2016 17:00:00",11379,1456,213,6875,1287,669,20935,0,-100,-500,-46
"19.01.2016 18:00:00",11330,1461,203,6881,1192,1021,21199,0,-113,-491,0
"19.01.2016 19:00:00",11339,1464,226,6924,1297,488,20914,0,-44,-504,8
"19.01.2016 20:00:00",11341,1458,225,6918,1038,474,20663,0,-47,-504,36
"19.01.2016 21:00:00",11360,1461,227,6851,845,323,20241,0,-58,-506,-7
"19.01.2016 22:00:00",11319,1451,222,7056,705,0,19848,0,-101,-503,-56
"19.01.2016 23:00:00",11350,1457,214,6523,68,0,18826,0,-52,-491,-22
"20.01.2016 00:00:00",11344,1454,211,6215,72,0,17857,-528,-186,-507,-10
"20.01.2016 01:00:00",11236,1453,178,5846,72,0,17081,-934,-43,-507,-22
"20.01.2016 02:00:00",11168,1448,173,5523,69,0,16618,-938,-155,-501,24
"20.01.2016 03:00:00",11149,1465,201,5459,68,0,16419,-1147,-120,-496,5
"20.01.2016 04:00:00",11240,1452,178,5431,68,0,16387,-1143,-185,-491,11
"20.01.2016 05:00:00",11335,1453,159,5726,68,0,16638,-1136,-278,-503,2
"20.01.2016 06:00:00",11356,1451,187,5906,132,0,17392,-1006,108,-496,-41
"20.01.2016 07:00:00",11321,1461,150,6365,477,0,18658,-399,48,-484,-57
"20.01.2016 08:00:00",11332,1445,95,7499,69,0,19590,0,-127,-488,13
"20.01.2016 09:00:00",11312,1460,101,7937,698,0,20669,0,-69,-500,-23
"20.01.2016 10:00:00",11308,1456,141,7686,834,643,21239,0,-61,-490,-29
"20.01.2016 11:00:00",11317,1481,228,7725,960,643,21595,0,-4,-508,2
"20.01.2016 12:00:00",11330,1472,308,7687,837,322,21145,0,-44,-513,-4
"20.01.2016 13:00:00",10507,1475,279,7595,1768,323,20980,0,-188,-512,-17
"20.01.2016 14:00:00",10496,1477,213,8132,1413,0,20902,0,-70,-498,-15
"20.01.2016 15:00:00",10513,1462,135,8111,1523,0,20952,0,-52,-493,-13
"20.01.2016 16:00:00",10489,1462,54,8145,1691,0,21095,0,40,-505,-35
"20.01.2016 17:00:00",10508,1464,24,8208,1497,1024,21780,0,-127,-513,-40
"20.01.2016 18:00:00",10484,1465,15,8277,1776,1020,22186,0,-52,-507,-7
"20.01.2016 19:00:00",10600,1465,12,8398,1409,794,21853,0,-47,-504,6
"20.01.2016 20:00:00",10853,1460,19,8482,667,731,21354,0,-107,-512,36
"20.01.2016 21:00:00",11011,1455,18,8293,1085,0,21085,0,-42,-504,30
"20.01.2016 22:00:00",10988,1469,31,7824,785,0,20541,0,148,-496,29
"20.01.2016 23:00:00",10977,1459,54,7334,66,0,19508,0,316,-514,36
"21.01.2016 00:00:00",10972,1454,87,6997,68,0,18385,-544,57,-515,10
"21.01.2016 01:00:00",11002,1455,115,6485,193,0,17699,-937,108,-504,-23
"21.01.2016 02:00:00",10992,1468,104,6366,68,0,16994,-1155,-113,-515,-29
"21.01.2016 03:00:00",10967,1462,151,6203,68,0,16977,-1149,9,-507,-35
"21.01.2016 04:00:00",10961,1459,160,6135,68,0,16858,-1146,-18,-516,-46
"21.01.2016 05:00:00",10963,1459,188,6303,68,0,17118,-1140,48,-503,-57
"21.01.2016 06:00:00",10953,1456,194,6593,236,0,17892,-788,16,-525,-8
"21.01.2016 07:00:00",10963,1460,194,7293,68,0,19062,0,-96,-512,-49
"21.01.2016 08:00:00",10979,1460,189,7944,284,0,20035,0,-32,-517,-13
"21.01.2016 09:00:00",11032,1466,212,8116,783,321,21207,0,66,-517,-14
"21.01.2016 10:00:00",10961,1416,204,8178,1087,642,21639,0,-73,-516,-2
"21.01.2016 11:00:00",10950,1418,166,8270,1222,641,21876,0,-42,-495,6
"21.01.2016 12:00:00",11006,1410,308,8280,743,649,21690,0,29,-495,18
"21.01.2016 13:00:00",11027,1395,194,8279,1155,323,21644,0,9,-503,14
"21.01.2016 14:00:00",11000,1394,158,8251,1427,0,21410,0,-98,-492,12
"21.01.2016 15:00:00",10977,1388,96,8274,1347,0,21332,0,-4,-499,-2
"21.01.2016 16:00:00",10973,1390,23,8369,1656,0,21589,0,-13,-515,-15
"21.01.2016 17:00:00",10976,1397,3,8492,1370,796,22178,0,-60,-496,0
"21.01.2016 18:00:00",10966,1411,3,8665,1334,1022,22477,0,-79,-490,-47
"21.01.2016 19:00:00",11000,1393,12,8660,1008,1015,22157,0,-101,-500,-25
"21.01.2016 20:00:00",10955,1397,16,8545,1265,470,21845,0,-18,-508,21
"21.01.2016 21:00:00",10951,1400,33,8059,1588,0,21299,0,68,-510,-5
"21.01.2016 22:00:00",11005,1391,14,7830,1147,0,20740,0,132,-509,-12
"21.01.2016 23:00:00",10982,1397,22,7698,66,0,19663,0,228,-493,-5
"22.01.2016 00:00:00",10993,1406,42,7111,67,0,18543,-540,227,-521,-20
"22.01.2016 01:00:00",10994,1398,46,6471,432,0,17810,-948,158,-499,-23
"22.01.2016 02:00:00",10991,1399,36,6435,266,0,17335,-1153,111,-515,-19
"22.01.2016 03:00:00",10988,1396,59,6418,239,0,17194,-1154,-19,-511,-12
"22.01.2016 04:00:00",10988,1380,43,6427,66,0,17172,-1147,142,-496,-7
"22.01.2016 05:00:00",11022,1377,46,6592,234,0,17455,-1147,61,-498,-2
"22.01.2016 06:00:00",10988,1371,51,6713,67,0,18066,-394,-2,-499,26
"22.01.2016 07:00:00",10980,1372,42,7248,843,0,19598,0,-75,-500,-30
"22.01.2016 08:00:00",11012,1359,38,8108,877,0,20465,0,-111,-503,-14
"22.01.2016 09:00:00",10983,1360,61,8418,1150,322,21552,0,119,-517,-36
"22.01.2016 10:00:00",10988,1388,75,8573,1554,323,22002,0,-13,-522,-58
"22.01.2016 11:00:00",10972,1405,106,8604,1476,323,22098,0,-1,-518,9
"22.01.2016 12:00:00",11002,1400,156,8698,1036,321,21774,0,-58,-512,-4
"22.01.2016 13:00:00",10979,1396,144,8779,1359,0,21859,0,-32,-503,-2
"22.01.2016 14:00:00",10980,1395,137,8886,1033,0,21669,0,12,-511,-5
"22.01.2016 15:00:00",10979,1393,97,8957,810,0,21454,0,-21,-511,0
"22.01.2016 16:00:00",10976,1391,50,8874,819,323,21661,0,-10,-503,12
"22.01.2016 17:00:00",10985,1393,31,9041,877,817,22238,0,-88,-506,0
"22.01.2016 18:00:00",10971,1394,50,9093,900,1024,22525,0,-39,-504,-58
"22.01.2016 19:00:00",10973,1394,52,8719,1003,793,22164,0,39,-499,-16
"22.01.2016 20:00:00",11003,1389,51,8697,959,473,21750,0,-42,-500,16
"22.01.2016 21:00:00",11005,1390,53,8704,1031,0,21306,0,-61,-508,-27
"22.01.2016 22:00:00",11016,1385,49,8636,513,0,20746,0,-134,-496,35
"22.01.2016 23:00:00",10973,1391,36,8255,69,0,19615,-17,-341,-504,-4
"23.01.2016 00:00:00",10973,1400,64,7277,164,0,18712,-408,-14,-504,-15
"23.01.2016 01:00:00",10967,1396,75,7136,66,0,18006,-951,78,-498,-46
"23.01.2016 02:00:00",10840,1400,50,6839,146,0,17483,-1157,101,-502,-18
"23.01.2016 03:00:00",10737,1389,58,6835,110,0,17307,-1156,52,-500,-8
"23.01.2016 04:00:00",10819,1392,57,6805,66,0,17225,-1152,-50,-502,2
"23.01.2016 05:00:00",10784,1390,39,6857,204,0,17289,-1149,-88,-509,-17
"23.01.2016 06:00:00",10754,1394,57,6949,190,0,17682,-925,36,-529,-4
"23.01.2016 07:00:00",10747,1399,52,7019,194,0,18190,-404,-67,-520,19
"23.01.2016 08:00:00",10741,1392,36,7069,475,0,18808,0,-91,-531,-12
"23.01.2016 09:00:00",10694,1395,33,7968,765,0,20126,0,40,-511,21
"23.01.2016 10:00:00",10736,1397,71,8140,983,324,20843,0,-17,-529,1
"23.01.2016 11:00:00",10731,1398,129,8346,936,322,21149,0,91,-539,-2
"23.01.2016 12:00:00",10738,1398,152,8066,1152,324,20990,0,-20,-521,-28
"23.01.2016 13:00:00",10744,1400,198,8116,821,324,20825,0,-18,-489,-8
"23.01.2016 14:00:00",10716,1401,147,8198,680,324,20757,0,31,-472,1
"23.01.2016 15:00:00",10763,1402,134,8245,621,323,20676,0,-72,-483,4
"23.01.2016 16:00:00",10757,1408,95,8326,698,474,20888,0,-118,-480,0
"23.01.2016 17:00:00",10757,1406,52,8491,1061,699,21630,0,-63,-477,12
"23.01.2016 18:00:00",10772,1418,28,8648,1593,695,22268,0,-50,-482,-45
"23.01.2016 19:00:00",10760,1407,36,8125,2159,471,22079,0,-67,-485,-16
"23.01.2016 20:00:00",10781,1410,31,8105,1794,319,21680,0,-13,-469,26
"23.01.2016 21:00:00",10769,1401,21,8367,973,320,21183,0,115,-496,12
"23.01.2016 22:00:00",10771,1398,20,8476,551,319,20695,0,-75,-490,-5
"23.01.2016 23:00:00",10769,1398,23,8339,66,0,19801,0,-39,-499,-9
"24.01.2016 00:00:00",10787,1402,21,7352,157,0,18938,0,-42,-503,-2
"24.01.2016 01:00:00",10714,1407,18,7097,66,0,18102,-413,-22,-502,-35
"24.01.2016 02:00:00",10615,1418,20,7127,66,0,17455,-1034,-25,-504,-2
"24.01.2016 03:00:00",10571,1422,30,7116,166,0,17308,-1166,-107,-501,-1
"24.01.2016 04:00:00",10548,1438,59,7107,66,0,17327,-1155,-22,-502,14
"24.01.2016 05:00:00",10548,1438,73,7119,66,0,17368,-1156,17,-510,5
"24.01.2016 06:00:00",10549,1445,51,7151,230,0,17754,-930,-9,-503,10
"24.01.2016 07:00:00",10542,1448,48,7375,94,0,18182,-531,-35,-500,-1
"24.01.2016 08:00:00",10536,1444,58,7467,202,0,18511,-402,-13,-485,-12
"24.01.2016 09:00:00",10556,1446,63,7868,516,0,19614,0,-73,-476,1
"24.01.2016 10:00:00",10526,1445,125,8230,563,320,20451,0,6,-494,22
"24.01.2016 11:00:00",10576,1449,156,8227,756,320,20672,0,-62,-478,15
"24.01.2016 12:00:00",10546,1447,173,8212,560,321,20437,0,-66,-480,14
"24.01.2016 13:00:00",10544,1450,179,8175,312,320,20199,0,-18,-484,3
"24.01.2016 14:00:00",10557,1449,141,7825,450,320,19975,0,-3,-485,5
"24.01.2016 15:00:00",10564,1445,98,7753,839,0,19889,0,-69,-486,24
"24.01.2016 16:00:00",10545,1445,81,7742,1269,0,20319,0,-10,-478,15
"24.01.2016 17:00:00",10534,1442,81,7895,1241,644,21029,0,-19,-474,-4
"24.01.2016 18:00:00",10539,1446,51,7806,1834,1019,21831,0,-37,-468,-35
"24.01.2016 19:00:00",10526,1446,61,8069,1578,1018,21757,0,-118,-469,-29
"24.01.2016 20:00:00",10559,1446,77,7998,1489,796,21472,0,-82,-480,-13
"24.01.2016 21:00:00",10533,1449,71,8232,1433,319,21220,0,-50,-466,6
"24.01.2016 22:00:00",10554,1450,85,8197,1093,0,20729,0,28,-467,73
"24.01.2016 23:00:00",10520,1450,94,8037,425,0,19847,0,103,-477,-47
"25.01.2016 00:00:00",10568,1447,82,7549,66,0,18938,0,-62,-495,23
"25.01.2016 01:00:00",10527,1439,80,7092,258,0,18261,-540,130,-487,5
"25.01.2016 02:00:00",10575,1441,52,7066,411,0,17616,-1159,-37,-493,-3
"25.01.2016 03:00:00",10608,1444,52,7136,131,0,17589,-1161,101,-492,-1
"25.01.2016 04:00:00",10674,1439,34,7244,67,0,17688,-1161,111,-487,7
"25.01.2016 05:00:00",10664,1438,17,7361,195,0,17833,-1152,49,-483,-4
"25.01.2016 06:00:00",10705,1434,23,7371,306,0,18676,-399,-30,-474,16
"25.01.2016 07:00:00",10701,1434,31,8247,651,0,20128,0,-111,-487,-43
"25.01.2016 08:00:00",10697,1440,16,8829,1050,0,21185,0,-13,-482,-32
"25.01.2016 09:00:00",10706,1441,50,9346,1697,321,22703,0,-10,-483,-41
"25.01.2016 10:00:00",10716,1443,132,9649,1790,323,23120,0,-85,-497,-19
"25.01.2016 11:00:00",10739,1439,139,9804,1548,323,23213,0,30,-486,-6
"25.01.2016 12:00:00",10757,1411,157,9903,916,323,22730,0,60,-483,-4
"25.01.2016 13:00:00",10780,1404,143,9976,687,323,22514,0,-18,-483,10
"25.01.2016 14:00:00",10800,1404,143,9984,606,306,22435,0,-33,-486,13
"25.01.2016 15:00:00",10851,1413,82,9943,893,0,22320,0,-80,-496,8
"25.01.2016 16:00:00",10808,1409,29,10044,893,0,22360,0,-45,-488,8
"25.01.2016 17:00:00",10833,1422,4,10151,1074,229,22827,0,-42,-508,-2
"25.01.2016 18:00:00",10855,1421,14,10075,1066,700,23175,0,-40,-519,-59
"25.01.2016 19:00:00",10846,1425,13,9762,1171,471,22785,0,-55,-493,-26
"25.01.2016 20:00:00",10879,1421,17,9804,1055,151,22436,0,-62,-510,9
"25.01.2016 21:00:00",10889,1392,26,9471,765,151,21905,0,4,-499,18
"25.01.2016 22:00:00",10894,1396,24,8812,721,0,21172,0,91,-482,6
"25.01.2016 23:00:00",10920,1397,26,8048,243,0,19871,0,1,-490,-3
"26.01.2016 00:00:00",10923,1394,24,7842,64,0,18805,-540,-123,-486,-43
"26.01.2016 01:00:00",10925,1391,25,6876,406,0,18102,-948,173,-494,-13
"26.01.2016 02:00:00",10931,1409,32,6877,160,0,17397,-1163,-83,-509,-10
"26.01.2016 03:00:00",10933,1410,51,6834,67,0,17389,-1158,0,-504,0
"26.01.2016 04:00:00",10932,1402,82,6849,67,0,17261,-1153,-155,-516,-6
"26.01.2016 05:00:00",10921,1404,133,6891,67,0,17650,-1146,153,-505,-9
"26.01.2016 06:00:00",10949,1412,123,7109,363,0,18377,-790,-21,-507,22
"26.01.2016 07:00:00",10943,1400,141,7532,377,0,19514,0,-98,-504,24
"26.01.2016 08:00:00",10936,1402,183,8299,505,0,20500,0,-19,-502,17
"26.01.2016 09:00:00",10924,1410,186,8607,1514,0,21833,0,40,-514,-15
"26.01.2016 10:00:00",10924,1409,153,8844,1670,0,22221,0,26,-512,32
"26.01.2016 11:00:00",10884,1390,124,8643,1860,324,22304,0,-105,-505,11
"26.01.2016 12:00:00",10876,1396,123,8601,1239,642,21943,0,-104,-509,-4
"26.01.2016 13:00:00",10894,1398,111,8606,1517,0,21799,0,89,-500,-10
"26.01.2016 14:00:00",10501,1413,117,9228,1404,0,21755,0,-95,-502,-8
"26.01.2016 15:00:00",10702,1416,120,9233,1138,0,21610,0,-190,-505,-10
"26.01.2016 16:00:00",10825,1414,81,9563,663,0,21740,0,2,-505,-8
"26.01.2016 17:00:00",10871,1407,53,9463,955,320,22235,0,-33,-491,14
"26.01.2016 18:00:00",10939,1414,49,9548,837,1023,22794,0,-148,-497,-38
"26.01.2016 19:00:00",10919,1427,51,9584,324,1020,22418,0,-45,-510,-22
"26.01.2016 20:00:00",10910,1428,63,9181,782,470,22001,0,-6,-510,8
"26.01.2016 21:00:00",10843,1425,55,9142,802,151,21502,0,-67,-506,-35
"26.01.2016 22:00:00",10902,1419,63,8799,566,0,20975,0,23,-505,-9
"26.01.2016 23:00:00",10944,1417,54,8074,68,0,19750,0,-32,-504,-15
"27.01.2016 00:00:00",10899,1407,53,7697,67,0,18738,-547,-44,-509,-41
"27.01.2016 01:00:00",10902,1409,43,6664,478,0,17774,-943,20,-516,-47
"27.01.2016 02:00:00",10984,1402,39,6376,432,0,17267,-1154,-85,-480,-20
"27.01.2016 03:00:00",11034,1408,29,6281,164,0,17043,-1155,0,-485,-1
"27.01.2016 04:00:00",11059,1410,24,6229,108,0,16938,-1146,-42,-474,-4
"27.01.2016 05:00:00",11059,1408,22,6289,282,0,17164,-1137,2,-486,-28
"27.01.2016 06:00:00",11087,1405,18,6637,238,0,17862,-785,-15,-486,26
"27.01.2016 07:00:00",11142,1402,21,7395,68,0,19138,0,-103,-471,-25
"27.01.2016 08:00:00",11141,1398,47,7648,683,0,20125,0,-32,-483,25
"27.01.2016 09:00:00",11154,1393,85,7948,1167,320,21295,0,-6,-485,25
"27.01.2016 10:00:00",11271,1362,130,7929,1541,319,21693,0,-61,-483,-6
"27.01.2016 11:00:00",11309,1379,124,7947,1676,319,21922,0,-55,-475,15
"27.01.2016 12:00:00",11261,1376,185,7723,1583,321,21727,0,34,-484,30
"27.01.2016 13:00:00",11034,1380,200,7952,1519,320,21637,0,-4,-478,17
"27.01.2016 14:00:00",11018,1378,226,8198,1147,321,21470,0,-53,-476,11
"27.01.2016 15:00:00",11028,1382,161,8438,1190,0,21404,0,-56,-488,35
"27.01.2016 16:00:00",11022,1380,180,8596,1335,0,21736,0,-23,-485,28
"27.01.2016 17:00:00",11024,1375,175,8586,1106,474,21875,0,-118,-477,40
"27.01.2016 18:00:00",11011,1374,149,8700,1195,699,22257,0,-46,-483,-29
"27.01.2016 19:00:00",11010,1371,125,8661,870,699,21915,0,-18,-485,-11
"27.01.2016 20:00:00",10993,1373,154,8339,960,461,21463,0,-35,-483,0
"27.01.2016 21:00:00",10971,1370,163,8132,778,322,20968,0,-5,-482,5
